	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
hsa-mir-877	-0.248996879	-0.557555914	-1.02540695	-1.024389123	0.104685518	-0.020995539	-0.278176376	-0.167398668	-1.012476581	0.623671459	-0.183431981	-0.849630912	1.479069992	-1.962688452	-0.863598994	0.087336653	1.93813141	-1.529238953	-0.197207799	0.680348326	-0.298866615	-1.34576425	-0.611771142	-0.523059152	-1.065427245	1.13330118	-0.633514146	1.249129396	-0.556054007	-1.962688452	0.066597734	-0.174452205	1.178185234	-0.135043559	-1.119485356	1.058177426	-1.472221628	1.431173131	1.602590105	0.208336951	0.854434151	0.127003586	-0.111600985	-0.949512768	0.683609516	-0.61875107	-0.758555887	1.192367042	0.974419638	0.063192101	-1.020287711	0.353895997	1.197855959	-0.268494199	-0.55324459	0.545975377	0.272302745	1.024537909	2.866420421	0.532949121	-0.367110487	-0.319539013	-1.581560209	0.237512592	-1.29076571	0.786232007	0.173282246	0.489324915	-1.086131566	1.721462823	-0.565459413	0.583124619	2.108706829	-0.948651842	0.723627816	0.241538109	-1.248322297	1.030062519	-0.441215104	-0.800626125	-1.147044292	1.165715757	3.280781883	-1.962688452	0.130249164	0.662603725	-0.618167153	-0.78340554	-1.591204696	0.035155487	-0.074570894	-0.80033265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-885	1.201821252	0.552190689	-0.95914281	-1.136978515	-0.466260672	-0.648524508	0.714219579	0.358744213	0.743813173	-0.853253877	1.471827443	0.2164986	0.998267337	0.510359752	0.150625999	-1.087329242	-0.886356406	-0.229904826	1.274222795	-0.67179254	0.202956623	1.143752557	0.256126363	-1.119031828	-0.350939455	-0.205880976	2.037917112	-0.558636315	0.239319045	-0.463115355	-1.284833479	-1.070377103	-1.284833479	0.435253664	1.740129664	-1.284833479	1.658120529	-1.005722313	-1.130988803	0.897224724	-1.150232524	1.505336348	-1.061244194	0.734405278	-1.284833479	-0.510617953	-0.635537483	-0.517675199	-1.284833479	-0.149637861	-1.136278767	-1.284833479	-0.036839978	0.346085452	1.130997035	0.731552942	0.545295933	-1.053605296	0.870099767	-0.398091829	1.125993671	1.798835882	1.03977493	-0.807231835	-0.059328247	0.399951639	0.525580369	2.206608271	1.481849902	0.951813016	1.872184678	-1.124314662	0.67962286	-1.284833479	0.037865652	0.867538664	-0.573292625	0.857594805	0.421762444	-0.0583729	0.846206609	0.800849878	-0.415500276	-0.90314639	-1.284833479	0.396152544	-0.64180574	-0.444012233	1.36004884	-0.792442386	0.216284592	-1.284833479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-887	0.235924869	-0.708472267	-1.117863551	-1.855194125	-0.995121845	0.091784354	0.174150471	-0.763827768	-1.174718279	-0.120605736	-0.397682767	-0.113991272	-0.229664089	-3.249302667	0.03156354	1.710129161	-0.22546518	0.411841829	-0.901409204	1.377752871	-1.124485484	-0.81327057	-3.419567701	-0.631693883	-0.903876621	-0.143987608	0.907117274	1.628115854	-0.354922399	0.375755856	-0.838682657	-0.320355382	-0.847730776	1.098242115	-0.249661929	-0.508291873	-0.02591842	0.366266453	-1.054030522	-0.035077831	-0.035379379	-0.22403232	0.677782288	2.941542025	0.240877891	0.451662828	-0.400098404	0.501309184	-0.81863642	0.285865977	0.061389435	1.818058872	1.265404977	-0.606321588	-0.538849627	0.594632067	-0.333327777	-0.017536826	0.213125438	0.654351422	1.012006604	-0.211235819	-1.280335411	-0.198915919	1.303058448	-1.168673254	-0.726195473	1.389810334	-0.367296281	1.641844732	-0.196665199	0.466680169	0.442005994	0.11951935	0.214514477	0.268379356	1.691224563	0.598601282	1.414675601	0.879282593	0.020911336	1.098901743	0.150566246	-0.801896135	-0.423862791	-0.381102385	-0.508529898	-0.09270668	-2.400814912	-1.370916771	0.024161124	4.804351908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-888	-0.040667487	-0.324210673	1.009184711	0.900027096	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	11.14511913	-0.324210673	-0.324210673	0.714177839	-0.324210673	-0.324210673	0.116976084	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	1.346555098	0.408977288	-0.324210673	1.365509688	-0.324210673	0.258439022	-0.324210673	0.269816526	-0.324210673	0.027190422	-0.324210673	0.932190062	-0.324210673	0.062906974	-0.324210673	-0.324210673	-0.324210673	-0.187914102	-0.324210673	-0.073498859	0.737835709	-0.324210673	1.555682659	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	-0.324210673	0.551359139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-889	1.137060434	2.102517889	-0.313079384	1.153802786	0.386905556	-0.734001268	-0.807585925	0.597264637	0.80903745	-0.410416758	1.022312612	-0.02758472	1.343575052	-0.538498078	-0.969667717	1.798348141	0.327105334	-1.322854952	-0.69626694	0.123410125	-0.683105606	0.104933042	-0.170222528	-0.27815844	-1.239240606	-0.578043294	0.056922296	0.796864241	0.081883525	-0.772119307	1.987867092	-0.347113341	-0.184821707	-1.085891766	-0.188617039	0.16723954	0.187655089	1.162896314	-0.082671072	-1.598230587	-0.514618007	0.627389327	0.670851609	-0.315025436	-0.27272845	-1.008121209	0.468511369	-0.319512861	0.144740586	0.66414487	0.18084573	0.871101029	-0.811211466	0.01503414	0.320850821	-0.77944439	-0.038342923	-0.803327244	-2.141080335	-0.525993423	-0.369759325	-0.617031893	-1.921036405	-0.870796923	-0.32584463	-0.553994432	0.567217492	0.468390877	-0.706646215	-0.185449434	-0.12241053	-2.141080335	-2.141080335	1.844573036	1.174303212	-2.141080335	-0.915497128	1.556612957	1.140393738	1.655501397	-0.575471031	-0.021164161	-0.7932589	-0.202081416	-2.141080335	0.11090976	0.148882966	0.013803113	-0.459147508	0.939552304	1.616891086	5.282316228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-890	-0.139423144	-0.139423144	0.264025	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	12.87858295	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	0.977232147	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	0.887801846	-0.139423144	0.634088041	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	-0.139423144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-891a	-0.278442205	-0.932398227	1.39704931	1.233214053	-0.928291414	-1.005571343	-0.879147107	-0.884243832	-0.89677281	-1.005571343	-1.005571343	-0.811372924	-0.546153625	4.939917348	-0.87809867	0.402163417	1.791233466	-0.914624071	-0.732913657	0.278098351	-0.803399954	-1.005571343	-0.536911498	-1.005571343	-0.903310103	0.432736361	-0.726681235	-0.680342445	-1.005571343	-0.785354432	0.637228347	1.240032749	1.507750188	-1.005571343	-1.005571343	0.997534653	-0.617645842	1.10017802	1.032277132	-0.663937035	1.486061488	-1.005571343	0.651594754	-0.052296513	1.048816207	1.695660256	0.412321599	-0.448717791	1.446535681	-0.824417208	1.079678273	0.455058357	-0.793205016	-1.005571343	0.201887728	0.256099237	-0.11232789	1.002279148	-1.005571343	1.11374566	-0.236244533	-1.005571343	-0.855923504	-0.001370506	-0.752793529	0.471154778	-0.277702368	-1.005571343	-1.005571343	-1.005571343	-0.71240185	-0.79320025	-0.874375818	0.196038905	-1.005571343	0.556760844	0.389544936	-1.005571343	0.531972149	-0.225109786	-1.005571343	-1.005571343	-1.005571343	0.347126822	-1.005571343	-0.792827893	-1.005571343	-1.005571343	-0.106198191	-0.797942612	-0.609402603	-0.275982538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-891b	-0.211638992	-0.372962152	1.314529667	0.971223141	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	10.7594408	-0.372962152	0.638663828	1.506757753	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	0.071806858	-0.372962152	-0.372962152	-0.372962152	-0.372962152	0.626868348	0.240642813	0.250603841	-0.372962152	-0.372962152	0.810255906	-0.372962152	1.00570293	0.432061593	-0.372962152	0.871197194	-0.372962152	-0.372962152	-0.372962152	0.77832908	1.662467563	0.012868277	-0.372962152	0.191500631	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.223311609	-0.372962152	-0.372962152	-0.372962152	-0.372962152	0.229008086	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	0.401532021	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	-0.372962152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-892a	-0.428230712	-0.428230712	1.921889033	0.927537556	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	9.774097316	-0.428230712	-0.428230712	1.738039005	-0.428230712	0.028749653	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	0.395999753	1.173757555	-0.428230712	-0.428230712	1.039353149	-0.428230712	-0.428230712	0.180619397	-0.428230712	0.681918787	-0.428230712	-0.428230712	-0.428230712	1.227102765	1.11119171	-0.136422054	-0.428230712	0.852978744	-0.428230712	0.59232637	0.209416198	-0.428230712	-0.428230712	-0.209272625	-0.428230712	-0.428230712	-0.428230712	-0.428230712	0.672703934	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	0.368345574	0.157529477	0.116669422	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	-0.428230712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-892b	-0.208267951	-0.208267951	0.29040384	0.290989714	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	12.59609051	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	0.515880812	-0.208267951	-0.208267951	-0.208267951	1.188112363	-0.208267951	-0.208267951	-0.208267951	-0.208267951	0.246235277	-0.208267951	-0.208267951	-0.208267951	0.561462424	0.737192493	0.247071631	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	0.22894696	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	-0.208267951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-1	-0.884583499	-1.153564409	0.808059007	0.131932529	-1.322922076	-1.184969214	-1.286854532	-0.842579381	-1.528033558	-1.314001105	-1.367203762	-1.45950404	-0.136731984	-1.021635919	-0.720819247	-0.317578113	0.46563272	-1.243177696	0.96752464	0.864182734	0.0028436	-0.492081753	1.443857664	-0.374249996	-0.788632151	-0.484212353	1.141621031	-0.894627536	-0.393828874	-0.558412148	0.355311223	0.67754016	0.207671855	-0.035424379	-1.72686437	-0.200134473	-0.810194699	0.493445053	0.197960531	-0.954921296	0.243719993	-0.795629467	1.264387874	1.149876538	1.171968981	1.065879313	1.175536696	-0.241808394	0.189094451	-0.361459437	1.083630411	0.500030114	-1.022032368	-0.808779641	-1.049696079	-1.338565363	-0.93911865	0.183464119	0.854976451	0.796859761	-0.247661576	0.374031831	-1.140638917	1.864087247	-0.983223209	-0.378507241	1.106314566	-0.795477444	-0.56450641	-0.889006074	-1.023647326	-0.035662001	-0.575892311	0.354953993	-0.981769937	-1.681500849	1.417690083	-1.011572408	0.114337869	0.923020166	-1.269768386	-0.411376195	-0.594755074	-0.976085222	-0.56936723	-1.231310774	-0.37673113	-1.446111562	1.500630297	-0.938127724	1.183112647	0.593872477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-2	-0.908548558	-1.098577809	0.822431922	0.108452785	-1.295498505	-1.184905394	-1.313248592	-0.848155642	-1.543089609	-1.364478033	-1.273612603	-1.455720598	-0.128376704	-1.01717138	-0.794768222	-0.345236192	0.504199225	-1.211797853	0.972578395	0.867052301	-0.058092545	-0.499652779	1.473507755	-0.393627248	-0.765599304	-0.49014299	1.115115268	-0.796401992	-0.420838344	-0.669819397	0.353546877	0.69421418	0.188877565	-0.011427123	-1.553957534	-0.179783605	-0.779582671	0.459567778	0.228345683	-1.111427472	0.213059035	-0.794019301	1.262436001	1.164895997	1.16870301	1.06677977	1.174051982	-0.272497073	0.187429323	-0.290740388	1.074164483	0.499482746	-1.138482599	-0.837171617	-1.058103146	-1.378795801	-0.987055339	0.155595365	0.848179721	0.801929902	-0.271221567	0.365556694	-1.146408119	1.870183238	-0.93200032	-0.364103571	1.108844688	-0.905486497	-0.570368282	-0.828230963	-1.112758475	-0.053431842	-0.57429218	0.356290826	-1.009692558	-1.677556975	1.41661289	-1.078643343	0.069036191	0.939363094	-1.178924417	-0.462787164	-0.617779346	-1.023862488	-0.567968223	-1.18326071	-0.353878061	-1.368415697	1.493837438	-0.912203208	1.187257995	0.582094834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-3	-0.507749022	-0.719168282	1.149511078	-0.431880087	-0.719168282	-0.42583577	-0.719168282	-0.719168282	-0.719168282	-0.508259912	-0.719168282	-0.436102838	0.074077093	-0.719168282	-0.719168282	-0.335409535	0.055088837	-0.719168282	1.145689928	0.471995134	-0.177983538	-0.372663819	0.535369068	-0.719168282	-0.719168282	-0.417126874	1.72110261	-0.719168282	-0.477885933	-0.719168282	0.769849469	0.28522065	0.298727859	0.30735509	-0.245570983	-0.719168282	-0.719168282	0.52661042	0.039099895	-0.719168282	0.277640228	-0.719168282	0.920131574	0.257656609	1.367971381	0.219705886	1.12884489	-0.719168282	-0.719168282	-0.234243807	0.357844818	0.072537921	-0.719168282	-0.719168282	-0.719168282	-0.719168282	-0.44707482	-0.719168282	0.222456683	0.008245527	-0.719168282	-0.043893318	-0.719168282	0.986376781	-0.719168282	-0.719168282	0.635269216	-0.719168282	-0.719168282	-0.719168282	-0.719168282	-0.719168282	-0.719168282	0.258388315	-0.719168282	-0.719168282	1.118822296	-0.719168282	0.135389383	-0.066479052	-0.719168282	-0.23856221	-0.719168282	-0.719168282	-0.015538095	-0.719168282	-0.42165811	-0.719168282	2.818080225	-0.559041825	1.298132245	0.382406017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-922	-0.091876042	-0.091876042	3.796706869	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	12.92473277	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	-0.091876042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
