	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
hsa-mir-495	0.657326649	0.538457838	-1.05158232	-0.652858354	0.566358099	-1.5912725	-1.145221403	-0.86511462	-0.269722274	-0.41387627	0.412397087	-0.412612159	0.94062786	-1.66079053	-0.731830524	0.858355434	0.73579509	-1.430251935	-0.289307088	0.947799059	-0.448709888	-0.073567451	0.058013708	-0.543675017	-0.69681202	-1.112185715	-0.261024379	1.385254553	-0.274860869	0.330434885	2.443471677	0.151868371	1.068751029	-1.277632239	-0.122478073	0.794975542	0.046330267	0.956014191	-0.035803592	-0.960419697	-0.737190914	0.641091307	0.808690792	1.719223838	-0.379686697	-0.247047358	-0.280273882	-0.089483719	0.047619884	0.069810693	1.057619556	1.385823552	-0.575277258	0.532229875	-1.21467354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-496	-0.000919006	0.308093188	-0.862566263	0.790268937	1.368436185	-0.641351892	-0.818416493	-0.181688698	-0.268939788	-0.769055126	-0.0467164	-0.657259098	-0.398403506	-0.308906324	-0.81598807	1.861016298	0.103765078	-0.718631997	0.034989231	-0.170890689	-0.257343876	-0.125880435	-1.095824443	0.156956556	-0.315018029	-0.240683342	-1.095824443	0.253021763	-0.121081889	-1.095824443	1.64701373	-0.450217358	0.830533039	-0.581319557	-0.362059983	0.945822548	-0.31041921	0.834313543	0.365048659	0.32106115	-0.049659999	0.263014192	0.869039464	0.417611952	-0.409579559	-0.252909295	0.450823907	-0.042401854	0.686545546	-0.344510307	1.187518315	1.668227715	0.416234265	-0.239982151	-0.172486574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-497	0.612603777	0.741348352	-0.860131365	-1.324208711	-0.089901476	-0.420161286	0.316320424	-0.898429791	-1.066527506	-0.233056483	-0.495011372	-0.276386062	0.628751103	-3.059822948	1.299428362	-1.736497161	0.288987169	1.522758571	0.323734024	-0.680392587	1.446689793	0.870460799	-0.790083505	-0.361628377	-0.183677385	0.29146729	-0.023847587	1.005854053	0.539255623	1.003817764	1.619608045	-0.377483984	-0.210986743	0.658753606	0.811386558	1.610172937	0.3304028	0.786309375	0.177742784	-0.756011794	-0.261490851	-0.003716465	-0.164862978	2.350300306	0.182588233	-0.089817879	0.084299646	-0.543186349	0.047365365	0.43519597	0.04513224	1.046384849	0.559307856	1.166783343	-1.277810105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-498	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	13.49093899	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-499	2.152260241	0.472018141	-0.657636318	-0.117712901	-0.837754619	-1.303027551	0.074959753	-0.57256095	2.160243677	0.283146556	-0.213289023	1.967013258	-0.290602818	-1.040348911	1.05653242	-0.439902923	-1.303027551	1.385261708	0.927230978	0.548348673	0.5297093	-0.523692778	0.403530291	0.515596471	-0.687351689	0.835631298	0.974160749	-0.179360494	-0.295144019	-1.303027551	0.224093872	-1.303027551	0.385830628	1.395367154	0.564009836	0.504196418	1.032523702	-1.303027551	0.402418758	-0.115254067	0.597276941	-1.303027551	-1.303027551	-0.023124706	0.455432012	-0.079393302	-0.214678513	0.226193939	1.70308016	-1.303027551	-0.112531757	-0.015294773	2.19284227	-0.060627361	-0.123596185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-500a	-0.901534142	-0.049188792	0.26967466	0.135143585	-0.23093857	0.252442163	-1.073075794	-0.518369297	-0.141151796	-0.097282308	-1.132854183	-1.086433434	0.060995935	-1.458521561	-0.786990756	-0.234047744	0.928375423	-1.930629117	-1.21705586	1.316477536	-1.177145363	-0.855331244	-0.46994446	-0.883882905	-0.757090689	-2.305795744	0.016075922	-0.886645896	-0.71700544	-0.921070911	0.481990386	1.51250611	0.63251948	-0.787303703	-0.907546915	0.028850862	-0.48842178	0.840238511	0.788965141	-0.026992924	0.582552579	-0.966844471	1.322185807	0.378525335	1.101531903	1.39931237	1.041110851	0.017164668	0.341373176	-0.777740542	1.723973362	0.040129418	0.475443018	-0.654469383	-0.969795838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-500b	0.972878827	1.305434902	-0.167838455	-0.002194279	-0.151566311	0.320413462	-1.585855959	-0.658629382	0.798466293	0.640001121	-0.492273298	0.296869537	0.325240952	-1.638249575	-0.238054338	-0.465965895	1.358940672	-1.676087515	-1.313354327	1.071452307	-0.986144217	-0.713483585	-0.86272907	-1.524576152	-1.422482593	-1.611589205	-0.23144937	-0.609855893	-0.910839645	-0.900763531	0.475006345	0.736988698	0.425570138	-0.479068251	-0.478330265	0.13342777	-0.361258595	1.043037652	1.203270475	-0.64003738	0.666616802	-0.719552175	0.178105288	-0.796687323	1.474541854	1.529071803	0.850965944	-1.572264517	0.138452653	-1.386339312	1.273953457	0.103957962	0.463882362	-0.698930742	-0.337500973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-501	-0.739399803	-2.207228191	0.442438474	0.686792481	-0.923286129	-1.231922715	-1.127847033	-4.398590241	-0.136277821	-2.158408214	-0.956801474	-0.627912493	-0.026204918	-1.366589125	-0.465864767	-0.465467156	0.948054996	-1.208784054	-0.529481702	1.030651814	-0.739524772	-0.480945106	-0.054086973	-0.442195017	0.070348914	-1.581019346	0.304971403	-0.334011235	0.135226912	-0.385308837	0.558102793	1.445697779	0.895961097	-0.622864484	-2.273510329	-0.09017952	-0.039752146	0.812933605	0.765070847	0.226452808	0.741971964	-0.529040041	1.025479702	0.434113681	0.570006671	1.200708871	0.556289317	-0.035412266	0.610110812	-0.639223843	1.300161192	-0.197682897	0.791759471	-0.372045256	-0.725184272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-502	0.457380782	0.633650232	0.721435309	-0.363255863	-0.050321698	-0.075491307	-1.352351882	-0.904284076	0.759945332	0.259489072	-0.176368744	0.270346274	0.321526034	-0.707874786	0.144701215	0.30026678	0.602307469	-1.860986645	-0.994153541	1.574115653	-0.902503624	-0.331377487	-0.534525349	-1.250519413	-0.984397578	-1.490356647	-0.305554824	-1.742045323	-0.969612272	-0.668638394	0.942177366	1.11568193	0.825638226	-0.11838449	-0.392696785	0.750874671	-0.13878949	1.265366712	1.164154925	-0.723435143	0.944632853	0.227660153	0.383449097	0.803258511	1.558449073	1.600778182	1.746656357	-1.790204863	0.481447147	-0.893274426	1.429393907	-0.641659733	0.100718559	-2.369656329	-0.819797534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-503	-1.666065558	-1.194158006	-1.059509594	-0.009730844	-1.178420507	-1.500153262	-0.410303101	-1.34555392	-1.1397596	-0.462053169	-0.71111031	-0.329324157	0.306310031	-3.747693481	-0.615475046	-0.427012458	0.205024214	0.269087663	0.623154639	0.387872281	1.180467562	-0.768902753	-0.480176782	0.973999836	0.132588106	-0.191220698	1.089322769	0.92589036	0.014467255	0.507174811	1.325378377	-0.942875979	-1.218690916	-0.100542135	0.16422231	-1.644211949	0.775690414	-0.847300529	-1.087425715	0.553181428	-0.277613281	-0.704976586	0.290928744	-2.417888935	-0.934216281	-1.057634876	-1.919365764	1.269863122	-1.180843128	1.341014053	0.507571032	-1.2239577	0.681084695	0.519384954	-0.652295386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-504	1.801011911	0.682110256	-0.285260749	-0.699023292	-0.021130721	-0.132813706	0.067390548	0.25027593	-0.843685938	0.159518283	-0.517934966	0.252792274	1.125482589	0.253602967	-0.51470402	-0.374684548	1.219147753	0.209877645	-0.70350645	-0.913742262	0.251745737	-0.497087625	0.710213514	-0.003524275	-0.000720258	-1.858245251	-0.256387725	1.484597207	0.513290305	-0.264156578	0.942624368	-0.269178715	1.867757558	-0.905552144	1.146874661	2.323263841	-1.05622285	1.421673869	-0.107349194	-1.022721946	0.93141519	0.388231796	0.148190155	3.228617302	-0.621280489	0.521792845	0.79589018	-0.782534932	0.256360844	-0.058002695	0.473407204	2.462110219	-0.958847762	1.460322915	-1.147681352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-505	0.908277883	-1.897929515	-1.197484602	-1.394715395	-0.414788069	-0.071572948	-0.640835437	-1.081221736	-0.036469932	-0.257941478	-0.154279751	-0.60937573	-0.549251501	-5.362842958	-1.026081042	0.932648433	0.525530338	-0.68632444	-1.078732585	-0.00551535	-0.483135173	-0.770362721	0.237115429	-1.176180973	-0.96735393	-1.207756337	-0.069659171	1.196291812	0.088583145	0.138466874	0.738767309	-0.172099971	0.77412937	0.602611199	0.492326737	2.069094297	0.552815098	1.155688313	0.216932139	-0.012261466	0.449330339	0.463987821	-0.259503082	2.873150573	0.450532821	0.041186725	-0.433216596	-0.162945213	1.129779415	-0.34252783	-0.338835999	0.413972734	0.873151293	0.098839302	-0.577385189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-506	-0.627361821	-0.488436322	0.633942099	1.926262219	-0.627361821	-0.627361821	-0.627361821	-0.397011031	-0.420798381	-0.627361821	-0.627361821	-0.627361821	-0.627361821	-0.467863101	-0.49925824	-0.627361821	3.490441486	-0.627361821	-0.627361821	0.935115864	-0.482926757	-0.381600577	-0.627361821	-0.398867567	-0.433209999	-0.627361821	-0.328946434	-0.627361821	-0.456230259	-0.627361821	3.775700436	0.380894033	1.340026724	-0.627361821	-0.627361821	0.965357759	-0.627361821	2.458420085	0.792921725	-0.627361821	0.424163507	-0.627361821	-0.319229383	-0.223747705	1.276173179	-0.091983696	0.935064835	0.181998751	0.949833687	-0.627361821	0.417907532	1.270773115	0.064828882	-0.627361821	-0.627361821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-507	-0.408071208	-0.408071208	-0.033018769	0.280743773	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	3.707812913	-0.408071208	-0.408071208	1.350176678	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	-0.408071208	4.358515554	-0.408071208	-0.408071208	-0.408071208	-0.408071208	1.314262696	-0.408071208	2.301540902	-0.017366635	-0.408071208	0.474473375	-0.408071208	0.159757061	-0.408071208	0.972691621	0.303012218	0.475894627	-0.408071208	1.095536554	-0.408071208	-0.408071208	0.875532784	-0.408071208	-0.408071208	-0.408071208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-508	-0.746171119	-0.991485139	0.866548288	1.730174181	-0.616554662	-0.669126903	-0.776602516	0.225564675	-1.196340017	-0.833084682	-0.713229503	-0.172970492	-0.475026414	-0.278510312	-0.240576569	-1.846969168	2.709458087	-0.857660904	-1.059002129	1.248281478	-0.766673931	-0.763154571	0.037746841	-1.081203934	-0.583182728	-0.672715009	-0.855524976	-1.250759997	-0.885127824	-0.995775802	3.047761596	0.271024356	1.501284392	-0.983802738	-0.928229104	1.101169121	-1.348514645	1.593447504	0.549074732	-0.395747964	0.761672421	-1.01152475	0.947721407	-0.457100183	1.033374304	0.065518307	0.966303683	0.707235431	0.998708776	-0.693864499	0.514465843	1.62308981	-0.27437981	-0.839537359	-0.201016791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-509-1	-1.020455714	-1.038622741	0.508165299	0.944932429	-0.334733779	-0.561441977	-0.798027773	-0.149503493	-1.181037652	-1.282077468	-1.108703172	-0.581161325	-0.757915356	-0.147900756	-0.794496569	0.123465634	2.637318357	-0.756096791	-1.282077468	1.054793927	-0.523664221	-0.713582881	-0.209347259	-1.069200441	-0.343553002	-0.653752426	-0.613053311	-0.951950879	-0.175387518	-0.402066823	3.616015132	0.045917177	1.858135753	-1.062645385	-0.969132989	0.839721773	-0.502568019	1.889126804	0.283768124	0.251957869	0.835622224	-0.702544019	0.575064941	-0.636609351	0.685786921	-0.553776171	1.107804824	0.978838668	1.015792998	-1.282077468	0.373889248	1.561125123	-0.906439412	-0.917067802	-0.51156042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-509-2	-1.060085504	-1.132471413	0.391079248	0.901058645	-0.501429492	-0.77283304	-0.94541369	-0.48939885	-1.160558717	-1.122643195	-0.607219384	-0.203666289	-0.885449994	-0.326534594	-0.778143561	-0.811413419	2.522549938	-0.845982809	-0.992278936	0.9153739	-0.388677709	-0.450495457	-0.440393038	-0.494154558	-0.585039317	-0.266476176	-0.598637023	-0.338088949	-0.563245601	-0.070377448	3.64188342	0.19951032	1.960724805	-0.866869931	-0.71785067	1.443037486	-0.929126642	1.981220528	0.245215741	0.071898135	0.95077686	-0.931193169	0.087731024	-0.621941627	0.846203595	-0.203482426	1.149376228	0.862288592	1.012823032	-0.706290442	0.377770942	1.663938749	-0.24441748	-0.899406473	-0.409990791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-509-3	-0.751387828	-0.822080873	0.489103976	1.187518024	-0.724275451	-0.385250893	-0.724302323	-0.057847763	-1.218574662	-1.067705907	-1.150362902	-0.106478356	-0.595794917	-0.094763308	-0.854064573	-0.72955402	2.338240634	-0.727107599	-0.859060812	1.054987734	-0.598668374	-0.652085397	-0.119135984	-0.488308916	-0.428822633	-0.29577532	-0.848665088	-0.434613765	-0.649228354	-0.946532382	3.646808069	0.305049024	1.872268269	-0.938636684	-0.469566002	0.822764133	-0.997978472	1.676605099	0.34520536	-0.554030127	0.622225869	-0.670210366	0.60338485	-0.344583529	0.62124397	-0.241196401	0.939814736	1.082606748	0.877624917	-1.011689358	0.211605235	1.726019332	-0.34532809	-0.526028255	-0.170832013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
